exporter,tons,year
9,189471.7136,1992
9,9307.741729,1992
9,24171.01911,1992
9,2500.490661,1992
9,148.5169127,1992
9,560.3089099,1992
9,27150.07471,1992
9,21657.91596,1992
9,161.5440699,1992
9,87453.206,1992
9,803849.5029,1992
9,82.66184627,1992
9,1295.822326,1992
9,44646.27826,1992
9,19236.32998,1992
9,36852.70847,1992
9,6.76383832,1992
9,148313.6814,1992
9,12060.91396,1992
9,5320.495977,1992
9,81.74105881,1992
9,51.81076234,1992
9,456.1212715,1992
9,149077.0076,1992
9,211128.4566,1992
9,7421.148175,1992
9,31.80574732,1992
9,306689.62,1992
9,131.1705608,1992
9,7686.976054,1992
9,0.834421295,1992
9,6.562570962,1992
9,129650.4401,1992
9,37.4382346,1992
9,33.36544374,1992
9,994.0026658,1992
9,312.5565943,1992
9,46.80699241,1992
9,0.068827707,1993
9,711.7277612,1993
9,8402.670421,1993
9,3869.370247,1993
9,13679.87822,1993
9,105316.29,1993
9,1.708864625,1993
9,24.09745269,1993
9,9.175092066,1993
9,326889.774,1993
9,62949.73447,1993
9,265.6603059,1993
9,4533.401445,1993
9,245.3738124,1993
9,38829.92072,1993
9,12.87108296,1993
9,1.162886327,1993
9,710.6920934,1993
9,71538.2174,1993
9,0.472292326,1993
9,792.7827523,1993
9,424.8927875,1993
9,349.940549,1993
9,369.2646764,1993
9,2.838076089,1993
9,418.1706585,1993
9,150675.2989,1993
9,41444.22563,1993
9,83755.02562,1993
9,156.0414458,1993
9,11.06880089,1993
9,72.68230976,1993
9,240623.973,1993
9,48641.30872,1993
9,48.43153702,1993
9,594281.0431,1993
9,78951.12049,1993
9,67.0958098,1993
9,44258.16326,1993
9,265600.1843,1993
9,408.7528468,1993
9,174.3159883,1993
9,131.9511861,1993
9,24.59001309,1993
9,1296.182564,1993
9,46254.17221,1993
9,379522.5623,1993
9,92.7177651,1993
9,59.97690173,1993
9,10605.1476,1993
9,38.06984566,1993
9,66.74615959,1993
9,737.1587044,1993
